what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1399856109477
closed,editor,com.android.ide.eclipse.adt,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.editors.CommonXmlEditor",1399856109565
opened,editor,com.android.ide.eclipse.adt,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.editors.CommonXmlEditor",1399856114116
activated,editor,com.android.ide.eclipse.adt,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.editors.CommonXmlEditor",1399856114230
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1399856120328
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1399856154924
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399856160533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399856162000
activated,editor,com.android.ide.eclipse.adt,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.editors.CommonXmlEditor",1399856168689
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399856168729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399856171067
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399856171180
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399856184742
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399856186194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399856188224
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399856192852
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAs",1399856192935
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1399856195413
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399856209035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399856212034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399856220831
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAs",1399856220903
activated,editor,com.android.ide.eclipse.adt,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.editors.CommonXmlEditor",1399856222795
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399856222795
closed,editor,com.android.ide.eclipse.adt,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1399856225168
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1399856226363
closed,editor,com.android.ide.eclipse.adt,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.editors.CommonXmlEditor",1399856226363
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399856226969
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399856228494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399856253439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399856260399
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1399856260406
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1399856260406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399856261118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399856262264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399856266656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399856271760
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399856271992
