what,kind,bundleId,bundleVersion,description,time
activated,editor,com.android.ide.eclipse.adt,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1399857124607
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1399857244921
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1399857250957
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399857253884
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399857255542
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1399857255550
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1399857255550
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399857264785
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399857266298
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1399857266307
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399857266911
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399857269688
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399857277460
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399857278721
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1399857278732
opened,editor,com.android.ide.eclipse.adt,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.editors.CommonXmlEditor",1399857282795
activated,editor,com.android.ide.eclipse.adt,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.editors.CommonXmlEditor",1399857282847
activated,editor,com.android.ide.eclipse.adt,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1399857289514
closed,editor,com.android.ide.eclipse.adt,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.editors.CommonXmlEditor",1399857289514
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1399857291024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399857293716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399857295049
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1399857295058
activated,editor,com.android.ide.eclipse.adt,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1399857303320
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1399857304624
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1399857305860
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1399857312484
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399857321677
closed,editor,com.android.ide.eclipse.adt,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1399857321677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399857322044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399857323404
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1399857325136
started,bundle,com.android.ide.eclipse.ndk,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.ndk",1399857325289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399857325981
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399857330124
started,bundle,com.android.ide.eclipse.ddms,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.ddms",1399857330166
started,bundle,com.android.ide.eclipse.traceview,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.traceview",1399857330284
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399857339294
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399857346117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399857366221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399857445649
opened,view,com.android.ide.eclipse.ddms,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.ddms.views.LogCatView",1399857445769
activated,view,com.android.ide.eclipse.ddms,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.ddms.views.LogCatView",1399857445799
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399857456943
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399857596488
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399857596520
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1399857599865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399857601468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399857603100
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1399857603107
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399857609021
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399857616227
